2026;03;2603;10794756;2316;96329;Мясо;246.79
2026;03;2603;10794756;2394;32694;Мясо;246.81
2026;03;2603;10794756;3140;32685;Мясо;246.81
2026;03;2603;10794756;3501;32666;Мясо;246.81
2026;03;2603;10794756;942;707291;Мясо;246.94
2026;03;2603;10794756;1646;755031;Мясо;246.94
2026;03;2603;10794756;1677;707291;Мясо;246.94
2026;03;2603;10794756;1704;63961;Мясо;246.94
2026;03;2603;10794756;2364;32694;Мясо;246.94
2026;03;2603;10794756;2904;705230;Мясо;246.94
2026;03;2603;10794756;1316;18113;Мясо;247.07
2026;03;2603;10794756;1317;32710;Мясо;247.07
2026;03;2603;10794756;1786;32710;Мясо;247.07
2026;03;2603;10794756;2511;32710;Мясо;247.07
2026;03;2603;10794756;3750;705230;Мясо;247.07
2026;03;2603;10794756;3833;63961;Мясо;247.07
2026;03;2603;10794756;4125;32649;Мясо;247.07
2026;03;2603;10794756;1646;707283;Мясо;247.20
2026;03;2603;10794756;3502;32700;Мясо;247.32
2026;03;2603;10794756;112;707291;Мясо;247.44
2026;03;2603;10794756;1928;32700;Мясо;247.45
2026;03;2603;10794756;2368;919680;Мясо;247.45
2026;03;2603;10794756;2805;32700;Мясо;247.45
2026;03;2603;10794756;2961;18113;Мясо;247.45
2026;03;2603;10794756;3086;919680;Мясо;247.45
2026;03;2603;10794756;1752;32705;Мясо;247.58
2026;03;2603;10794756;1871;32694;Мясо;247.58
2026;03;2603;10794756;3086;707291;Мясо;247.58
2026;03;2603;10794756;3853;134726;Мясо;247.58
2026;03;2603;10794756;131;18115;Мясо;247.71
2026;03;2603;10794756;1297;32694;Мясо;247.71
2026;03;2603;10794756;2723;705226;Мясо;247.71
2026;03;2603;10794756;3501;18115;Мясо;247.71
2026;03;2603;10794756;321;707283;Мясо;247.84
2026;03;2603;10794756;2888;18210;Мясо;247.84
2026;03;2603;10794756;2969;63961;Мясо;247.84
2026;03;2603;10794756;645;32666;Мясо;247.97
2026;03;2603;10794756;671;18169;Мясо;247.97
2026;03;2603;10794756;1846;32700;Мясо;247.99
2026;03;2603;10794756;321;63961;Мясо;248.09
2026;03;2603;10794756;683;32666;Мясо;248.09
2026;03;2603;10794756;1672;32705;Мясо;248.09
2026;03;2603;10794756;2511;32695;Мясо;248.09
2026;03;2603;10794756;2615;705226;Мясо;248.09
2026;03;2603;10794756;3806;96332;Мясо;248.09
2026;03;2603;10794756;2785;784612;Мясо;248.16
2026;03;2603;10794756;1737;783438;Мясо;248.21
2026;03;2603;10794756;162;705226;Мясо;248.22
2026;03;2603;10794756;189;784612;Мясо;248.22
2026;03;2603;10794756;988;705226;Мясо;248.22
2026;03;2603;10794756;2890;32700;Мясо;248.33
2026;03;2603;10794756;2474;32685;Мясо;248.35
2026;03;2603;10794756;447;63961;Мясо;248.42
2026;03;2603;10794756;367;707283;Мясо;248.48
2026;03;2603;10794756;491;96332;Мясо;248.48
2026;03;2603;10794756;3755;930634;Мясо;248.48
2026;03;2603;10794756;954;930634;Мясо;248.61
2026;03;2603;10794756;2512;32700;Мясо;248.61
2026;03;2603;10794756;444;705226;Мясо;248.74
2026;03;2603;10794756;508;705229;Мясо;248.87
2026;03;2603;10794756;3831;784612;Мясо;248.87
2026;03;2603;10794756;2904;705230;Мясо;248.99
2026;03;2603;10794756;1851;18115;Мясо;249.14
2026;03;2603;10794756;1255;32666;Мясо;249.15
2026;03;2603;10794756;1673;32666;Мясо;249.25
2026;03;2603;10794756;446;18169;Мясо;249.38
2026;03;2603;10794756;2364;32666;Мясо;249.38
2026;03;2603;10794756;740;18169;Мясо;249.51
2026;03;2603;10794756;1787;63962;Мясо;249.51
2026;03;2603;10794756;2330;783438;Мясо;249.51
2026;03;2603;10794756;2922;707291;Мясо;249.51
2026;03;2603;10794756;1866;32700;Мясо;249.64
2026;03;2603;10794756;2657;707283;Мясо;249.76
2026;03;2603;10794756;2805;32649;Мясо;249.76
2026;03;2603;10794756;2974;707286;Мясо;249.76
2026;03;2603;10794756;3804;63962;Мясо;249.76
2026;03;2603;10794756;1255;18169;Мясо;249.89
2026;03;2603;10794756;1629;63961;Мясо;249.89
2026;03;2603;10794756;2805;32705;Мясо;249.89
2026;03;2603;10794756;3606;32695;Мясо;249.89
2026;03;2603;10794756;3684;32683;Мясо;249.89
2026;03;2603;10794756;1297;705229;Мясо;250.02
2026;03;2603;10794756;2898;32705;Мясо;250.02
2026;03;2603;10794756;3684;783439;Мясо;250.02
2026;03;2603;10794756;3834;18115;Мясо;250.02
2026;03;2603;10794756;4151;705229;Мясо;250.02
2026;03;2603;10794756;2330;32710;Мясо;250.09
2026;03;2603;10794756;310;705226;Мясо;250.15
2026;03;2603;10794756;426;707283;Мясо;250.15
2026;03;2603;10794756;1665;63961;Мясо;250.15
2026;03;2603;10794756;1853;32705;Мясо;250.15
2026;03;2603;10794756;1928;32710;Мясо;250.15
2026;03;2603;10794756;2721;707283;Мясо;250.15
2026;03;2603;10794756;113;63961;Мясо;250.41
2026;03;2603;10794756;745;890864;Мясо;250.46
2026;03;2603;10794756;426;18115;Мясо;250.53
2026;03;2603;10794756;1283;794592;Мясо;250.53
2026;03;2603;10794756;1636;705226;Мясо;250.53
2026;03;2603;10794756;3821;705229;Мясо;250.53
2026;03;2603;10794756;3977;32695;Мясо;250.53
2026;03;2603;10794756;459;707291;Мясо;250.66
2026;03;2603;10794756;1876;32695;Мясо;250.66
2026;03;2603;10794756;2378;705230;Мясо;250.66
2026;03;2603;10794756;2797;32695;Мясо;250.66
2026;03;2603;10794756;3055;705229;Мясо;250.66
2026;03;2603;10794756;3834;32666;Мясо;250.66
2026;03;2603;10794756;1646;32710;Мясо;250.79
2026;03;2603;10794756;2974;783438;Мясо;250.79
2026;03;2603;10794756;3410;919680;Мясо;250.79
2026;03;2603;10794756;4276;705229;Мясо;250.79
2026;03;2603;10794756;682;784612;Мясо;250.92
2026;03;2603;10794756;1336;32700;Мясо;250.92
2026;03;2603;10794756;2662;63962;Мясо;250.92
2026;03;2603;10794756;2721;705229;Мясо;250.92
2026;03;2603;10794756;3196;32710;Мясо;250.92
2026;03;2603;10794756;3834;179884;Мясо;250.92
2026;03;2603;10794756;1865;18115;Мясо;251.05
