2026;04;2604;10794756;2379;32640;Мясо;218.39
2026;04;2604;10794756;2379;32643;Мясо;54.34
2026;04;2604;10794756;2379;32648;Мясо;122.91
2026;04;2604;10794756;2379;32649;Мясо;478.38
2026;04;2604;10794756;2379;32666;Мясо;893.21
2026;04;2604;10794756;2379;32684;Мясо;1673.65
2026;04;2604;10794756;2379;32694;Мясо;865.52
2026;04;2604;10794756;2379;32695;Мясо;265.22
2026;04;2604;10794756;2379;32700;Мясо;963.59
2026;04;2604;10794756;2379;32705;Мясо;359.15
2026;04;2604;10794756;2379;32710;Мясо;470.93
2026;04;2604;10794756;2379;32716;Мясо;259.79
2026;04;2604;10794756;2379;49251;Мясо;224.60
2026;04;2604;10794756;2379;63961;Мясо;1789.26
2026;04;2604;10794756;2379;63962;Мясо;1387.68
2026;04;2604;10794756;2379;67675;Мясо;369.50
2026;04;2604;10794756;2379;67679;Мясо;240.90
2026;04;2604;10794756;2379;96329;Мясо;276.86
2026;04;2604;10794756;2379;134726;Мясо;986.61
2026;04;2604;10794756;2379;496788;Мясо;7.44
2026;04;2604;10794756;2379;603286;Гриль;453.33
2026;04;2604;10794756;2379;705226;Мясо;404.43
2026;04;2604;10794756;2379;705227;Мясо;359.92
2026;04;2604;10794756;2379;705229;Мясо;525.00
2026;04;2604;10794756;2379;705230;Мясо;410.12
2026;04;2604;10794756;2379;707282;Мясо;254.09
2026;04;2604;10794756;2379;707283;Мясо;752.19
2026;04;2604;10794756;2379;707286;Мясо;582.45
2026;04;2604;10794756;2379;707291;Мясо;1472.29
2026;04;2604;10794756;2379;755645;Мясо;155.25
2026;04;2604;10794756;2379;783438;Мясо;573.91
2026;04;2604;10794756;2379;783439;Мясо;216.83
2026;04;2604;10794756;2379;784612;Мясо;275.57
2026;04;2604;10794756;2379;784616;Мясо;99.10
2026;04;2604;10794756;2379;784622;Мясо;176.47
2026;04;2604;10794756;2379;794592;Мясо;1704.90
2026;04;2604;10794756;2379;806905;Мясо;183.20
2026;04;2604;10794756;2379;890862;Мясо;32.84
2026;04;2604;10794756;2379;890875;Мясо;58.87
2026;04;2604;10794756;2379;890878;Мясо;38.13
2026;04;2604;10794756;2379;890880;Мясо;19.38
2026;04;2604;10794756;2379;918880;Мясо;33.54
2026;04;2604;10794756;2379;919680;Мясо;666.80
2026;04;2604;10794756;2379;930634;Мясо;343.36
2026;04;2604;10794756;2379;940317;Мясо;38.55
2026;04;2604;10794756;2379;973732;Мясо;55.66
2026;04;2604;10794756;2379;1008117;Мясо;66.31
2026;04;2604;10794756;2379;1013264;Мясо;736.92
2026;04;2604;10794756;2392;12576;Мясо;191.73
2026;04;2604;10794756;2392;12580;Мясо;2777.94
2026;04;2604;10794756;2392;18113;Мясо;306.36
2026;04;2604;10794756;2392;18115;Мясо;878.72
2026;04;2604;10794756;2392;18169;Мясо;1142.38
2026;04;2604;10794756;2392;18210;Мясо;201.57
2026;04;2604;10794756;2392;32640;Мясо;93.41
2026;04;2604;10794756;2392;32643;Мясо;37.26
2026;04;2604;10794756;2392;32645;Мясо;28.72
2026;04;2604;10794756;2392;32648;Мясо;55.11
2026;04;2604;10794756;2392;32649;Мясо;354.23
2026;04;2604;10794756;2392;32666;Мясо;830.07
2026;04;2604;10794756;2392;32694;Мясо;606.77
2026;04;2604;10794756;2392;32695;Мясо;92.37
2026;04;2604;10794756;2392;32700;Мясо;891.39
2026;04;2604;10794756;2392;32705;Мясо;269.62
2026;04;2604;10794756;2392;32710;Мясо;283.59
2026;04;2604;10794756;2392;32716;Мясо;127.31
2026;04;2604;10794756;2392;49251;Мясо;151.11
2026;04;2604;10794756;2392;63961;Мясо;921.93
2026;04;2604;10794756;2392;63962;Мясо;955.31
2026;04;2604;10794756;2392;96329;Мясо;246.07
2026;04;2604;10794756;2392;496788;Мясо;2.98
2026;04;2604;10794756;2392;603286;Гриль;278.54
2026;04;2604;10794756;2392;705226;Мясо;529.69
2026;04;2604;10794756;2392;705227;Мясо;326.03
2026;04;2604;10794756;2392;705229;Мясо;721.91
2026;04;2604;10794756;2392;705230;Мясо;300.67
2026;04;2604;10794756;2392;707282;Мясо;157.84
2026;04;2604;10794756;2392;707283;Мясо;486.45
2026;04;2604;10794756;2392;707286;Мясо;388.38
2026;04;2604;10794756;2392;707291;Мясо;780.65
2026;04;2604;10794756;2392;755645;Мясо;73.23
2026;04;2604;10794756;2392;783438;Мясо;375.71
2026;04;2604;10794756;2392;783439;Мясо;12.94
2026;04;2604;10794756;2392;784612;Мясо;195.87
2026;04;2604;10794756;2392;784615;Мясо;3.88
2026;04;2604;10794756;2392;784616;Мясо;92.63
2026;04;2604;10794756;2392;784622;Мясо;94.19
2026;04;2604;10794756;2392;794592;Мясо;679.22
2026;04;2604;10794756;2392;890884;Мясо;36.38
2026;04;2604;10794756;2392;890885;Мясо;27.63
2026;04;2604;10794756;2392;918880;Мясо;28.91
2026;04;2604;10794756;2392;919680;Мясо;509.22
2026;04;2604;10794756;2392;930634;Мясо;281.00
2026;04;2604;10794756;2392;1008117;Мясо;80.08
2026;04;2604;10794756;2394;12576;Мясо;151.96
2026;04;2604;10794756;2394;12580;Мясо;2614.15
2026;04;2604;10794756;2394;18113;Мясо;909.77
2026;04;2604;10794756;2394;18115;Мясо;1525.07
2026;04;2604;10794756;2394;18169;Мясо;1777.10
2026;04;2604;10794756;2394;18209;Мясо;158.87
2026;04;2604;10794756;2394;18210;Мясо;374.54
2026;04;2604;10794756;2394;32632;Мясо;213.47
2026;04;2604;10794756;2394;32643;Мясо;38.81
2026;04;2604;10794756;2394;32648;Мясо;84.61
2026;04;2604;10794756;2394;32649;Мясо;624.88
2026;04;2604;10794756;2394;32666;Мясо;1516.53
2026;04;2604;10794756;2394;32694;Мясо;994.89
2026;04;2604;10794756;2394;32695;Мясо;319.56
2026;04;2604;10794756;2394;32700;Мясо;1161.27
2026;04;2604;10794756;2394;32705;Мясо;477.39
2026;04;2604;10794756;2394;32710;Мясо;300.93
2026;04;2604;10794756;2394;32712;Мясо;55.89
2026;04;2604;10794756;2394;32716;Мясо;247.62
2026;04;2604;10794756;2394;49251;Мясо;295.23
2026;04;2604;10794756;2394;63961;Мясо;1567.51
2026;04;2604;10794756;2394;63962;Мясо;1773.99
2026;04;2604;10794756;2394;67675;Мясо;310.76
2026;04;2604;10794756;2394;67679;Мясо;210.11
2026;04;2604;10794756;2394;96329;Мясо;236.50
2026;04;2604;10794756;2394;465001;Мясо;164.57
2026;04;2604;10794756;2394;496788;Мясо;5.95
2026;04;2604;10794756;2394;603286;Гриль;262.24
2026;04;2604;10794756;2394;705226;Мясо;134.29
